"photographer","nationality","birth_place","bp_lon","bp_lat","death_place","dp_lon","dp_lat","n_photo","party_type","birth_date","death_date","birth_year","death_year","title","creation_date","item_width","item_height","item_depth","surface","Medium","Method Acquired"
"Dennis Marsico","American",NA,NA,NA,NA,NA,NA,1,"Person","1948-01-01",NA,"1948",NA,"Dying Woman in Calabria","1984",15.938,19.938,0,317.771844,"chromogenic print","Foundation"
"Detroit Publishing Company","American",NA,NA,NA,NA,NA,NA,1,"Organization","1895-01-01","1932-01-01","1895","1932","Panoramic View of Pittsburgh","1908",80,16,1.5,1280,"gelatin silver print","Foundation"
"Diana Shearwood","Canadian",NA,NA,NA,NA,NA,NA,1,"Person","1954-01-01",NA,"1954",NA,"Untitled (Québec Rural Landscape)","2014",0,0,0,0,"inkjet print","Foundation"
"Dr. Charles Peabody","American",NA,NA,NA,NA,NA,NA,1,"Person",NA,NA,NA,NA,"Mother and Child","1910",5.75,7.125,0,40.96875,"platinum print","Individual"
"Dr. Lee M. Hershenson","American",NA,NA,NA,NA,NA,NA,2,"Person","1927-01-01",NA,"1927",NA,"Hook","1978",16.375,24,0,393,"others","Artist"
"Dr. Lee M. Hershenson","American",NA,NA,NA,NA,NA,NA,2,"Person","1927-01-01",NA,"1927",NA,"Red and Black","1981",23.875,17,0,405.875,"others","Artist"
"Dubin Advertising, Inc.","American",NA,NA,NA,NA,NA,NA,1,"Organization",NA,NA,NA,NA,"(Hotel Webster Hall: Ascot Dining Room)","1984",10,8,0,80,"gelatin silver print","Museum Internal Collection"
"Dudley L. Stouch","American",NA,NA,NA,NA,NA,NA,1,"Person",NA,NA,NA,NA,"(Presidents: President Kennedy in Pittsburgh Motorcade with Mayor David Lawrence)","1963",10,8.125,0,81.25,"gelatin silver print","Museum Internal Collection"
"Dwight A. Davis","American",NA,NA,NA,NA,NA,NA,3,"Person","1852-01-01","1944-01-01","1852","1944","Child in Wicker Chair","1910",15.5,17,1.125,263.5,"platinum print","Individual"
"Dwight A. Davis","American",NA,NA,NA,NA,NA,NA,3,"Person","1852-01-01","1944-01-01","1852","1944","Conference","1905",13.063,18,0,235.134,"platinum print","Individual"
"Dwight A. Davis","American",NA,NA,NA,NA,NA,NA,3,"Person","1852-01-01","1944-01-01","1852","1944","The Window","1910",17.625,21.625,1.125,381.140625,"platinum print","Individual"
"Elijah Gowin","American",NA,NA,NA,NA,NA,NA,2,"Person","1967-01-01",NA,"1967",NA,"Snake Legs","1998",22,28,0,616,"gelatin silver print","Foundation"
"Elijah Gowin","American",NA,NA,NA,NA,NA,NA,2,"Person","1967-01-01",NA,"1967",NA,"Try to Remember Tree","1999",22,28,0,616,"gelatin silver print","Foundation"
"Ellen Carey","American",NA,NA,NA,NA,NA,NA,1,"Person","1952-01-01",NA,"1952",NA,"Penlight Drawing","2008",26,29.875,0,776.75,"chromogenic print","Foundation"
"Emily Pitchford","American",NA,NA,NA,NA,NA,NA,1,"Person","1878-01-01","1954-01-01","1878","1954","Looking at Photographs","1917",7.5,11.875,0,89.0625,"gelatin silver print","Individual"
"Erik Lauritzen","American",NA,NA,NA,NA,NA,NA,3,"Person","1953-01-01","2007-01-01","1953","2007","No Parking Anytime","1975",16.75,20.625,1.375,345.46875,"chromogenic print","Purchased"
"Erik Lauritzen","American",NA,NA,NA,NA,NA,NA,3,"Person","1953-01-01","2007-01-01","1953","2007","Study in Gray","1984",20,16,0,320,"chromogenic print","Foundation"
"Erik Lauritzen","American",NA,NA,NA,NA,NA,NA,3,"Person","1953-01-01","2007-01-01","1953","2007","Two Steel Girders","1984",19.625,16,0,314,"chromogenic print","Foundation"
"Ern. K. Weller","American",NA,NA,NA,NA,NA,NA,1,"Person","1860-01-01",NA,"1860",NA,"Woman, ribbon at neck","1890",4.25,6.5,0,27.625,"albumen print","Individual"
"Ethel Grant Scott","American",NA,NA,NA,NA,NA,NA,1,"Person",NA,NA,NA,NA,"Girl Frolicking with Bubble","1895",16.875,19.125,1.25,322.734375,"gelatin silver print","Individual"
"Eva Watson-Schutze","American",NA,NA,NA,NA,NA,NA,1,"Person","1867-01-01","1935-01-01","1867","1935","Profile Portrait of a Young Girl","1900",6,7.75,0,46.5,"platinum print","Individual"
"F. A. Tremaine & Co.","American",NA,NA,NA,NA,NA,NA,2,"Organization",NA,NA,NA,NA,"Possibly the Edwards House, Shadyside",NA,13.875,10.5,0,145.6875,"albumen print","Foundation"
"F. A. Tremaine & Co.","American",NA,NA,NA,NA,NA,NA,2,"Organization",NA,NA,NA,NA,"Possibly the Edwards House, Shadyside",NA,13.75,10.5,0,144.375,"albumen print","Foundation"
"F. C. Dwight","American",NA,NA,NA,NA,NA,NA,1,"Person","1860-01-01",NA,"1860",NA,"Man, facing right, profile","1890",4.187,6.5,0,27.2155,"albumen print","Individual"
"F. C. Schmid","American",NA,NA,NA,NA,NA,NA,1,"Person","1860-01-01",NA,"1860",NA,"Two boys, bow ties","1890",4.187,5.625,0,23.551875,"albumen print","Individual"
"F. E. Dwight","American",NA,NA,NA,NA,NA,NA,1,"Person","1860-01-01",NA,"1860",NA,"Child","1890",4.25,6.5,0,27.625,"albumen print","Individual"
"F. Holland Day","American",NA,NA,NA,NA,NA,NA,1,"Person","1864-01-01","1933-01-01","1864","1933","The Clarence White Family, Georgetown, Maine","1910",5.438,3.812,0,20.729656,"gelatin silver print","Foundation"
"F. L. Huff","American",NA,NA,NA,NA,NA,NA,1,"Person",NA,NA,NA,NA,"[Train]",NA,20,14.875,0,297.5,"others","Individual"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","Men Working in Steel Mill","1959",9.625,7.875,0,75.796875,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","Pouring Steel","1959",9.25,7.625,0,70.53125,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","Worker Hand Welding with Welding Mask","1945",7.625,9.75,0,74.34375,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Workers Tending Molten Steel)","1931",10,7.687,0,76.87,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","Worker Watching Ladle","1934",7.438,9.75,0,72.5205,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Worker Watching Ladle)","1934",7.75,9.875,0,76.53125,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Workers with Hot Ingots)","1959",9.875,7.625,0,75.296875,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Overview: Carnival on South Side with Downtown and Monongahela River in Background)","1940",9.75,7.875,0,76.78125,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Overview: Carnival on South Side with Downtown and Monongahela River in Background)","1940",7.938,9.75,0,77.3955,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Bridges: Overview of Liberty Bridge and Traffic Circle)","1938",9.75,7.875,0,76.78125,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Machinist Shaping Metal)","1943",9.313,7.438,0,69.270094,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Mesta Machine Company Interior)","1937",9.875,7.75,0,76.53125,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Overview of J & L Steel Mill on the Monongahela River at Night)","1937",9.813,7.875,0,77.277375,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Overview of Steel Mill on the Monongahela River at Night)","1931",9.875,7.625,0,75.296875,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Rows of Horseshoe Shaped Pipes)","1943",9.938,8,0,79.504,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","Steel Mill Interior: Pouring Molten Steel","1943",9.938,7.687,0,76.393406,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Steel Mill Interior with Hot Ingot)","1927",9.938,7.75,0,77.0195,"gelatin silver print","Museum Internal Collection"
"F. Ross Altwater","American",NA,NA,NA,NA,NA,NA,20,"Person","1886-01-01","1959-01-01","1886","1959","(Industry: Worker at Welding Machine)","1943",9.375,7.5,0,70.3125,"gelatin silver print","Museum Internal Collection"
"Fannie Coburn","undetermined",NA,NA,NA,NA,NA,NA,1,"Person",NA,NA,NA,NA,"Thamesside at Twilight","1910",7.75,4.5,1.5,34.875,"Photogravure","Individual"
"Fleissner","American",NA,NA,NA,NA,NA,NA,2,"Person",NA,NA,NA,NA,"(Personal Family Photograph - Early Portrait of Swank)","1894",3.875,5.5,0,21.3125,"gelatin silver print","Museum Internal Collection"
"Fleissner","American",NA,NA,NA,NA,NA,NA,2,"Person",NA,NA,NA,NA,"(Personal Family Photograph - Early Tintype of Swank and His Sister)","1898",2.375,3.5,0,8.3125,"others","Museum Internal Collection"
"Fran Erzen","American",NA,NA,NA,NA,NA,NA,1,"Person","1917-01-01","1993-01-01","1917","1993","Portrait of Eugene Smith","1955",8.875,13.375,0,118.703125,"gelatin silver print","Museum Internal Collection"
"Fran Nestler","American",NA,NA,NA,NA,NA,NA,4,"Person","1920-01-01","2005-01-01","1920","2005","(Industry: Construction of the Penn-Lincoln Parkway at Bates Street)","1950",10,8.125,0,81.25,"gelatin silver print","Museum Internal Collection"
"Fran Nestler","American",NA,NA,NA,NA,NA,NA,4,"Person","1920-01-01","2005-01-01","1920","2005","(Downtown Street Scene: Future Construction Area)","1950",13.938,11,0,153.318,"gelatin silver print","Museum Internal Collection"
"Fran Nestler","American",NA,NA,NA,NA,NA,NA,4,"Person","1920-01-01","2005-01-01","1920","2005","(Downtown Street Scene: Storefronts and People on Sidewalk)","1950",14,11,0,154,"gelatin silver print","Museum Internal Collection"
"Fran Nestler","American",NA,NA,NA,NA,NA,NA,4,"Person","1920-01-01","2005-01-01","1920","2005","(Neighborhood: Hill District, Street Church)","1950",11,13.938,0,153.318,"gelatin silver print","Museum Internal Collection"
"Francis Bruguiere","American",NA,NA,NA,NA,NA,NA,1,"Person","1879-01-01","1945-01-01","1879","1945","Panama-Pacific Exposition","1915",10.5,13.5,0,141.75,"others","Individual"
"Frederic Ohringer","American",NA,NA,NA,NA,NA,NA,1,"Person","1940-01-01",NA,"1940",NA,"Two Tulips","1993",25.25,22.125,1,558.65625,"gelatin silver print","Individual"
"Frederick Bulkeley Hyde","American",NA,NA,NA,NA,NA,NA,1,"Person",NA,NA,NA,NA,"(Andrew Carnegie: Carnegie and his Wife, Louise Whitfield)","1908",7,9.438,0,66.066,"gelatin silver print","Museum Internal Collection"
"Frederick Evans","American",NA,NA,NA,NA,NA,NA,2,"Person","1852-01-01","1943-01-01","1852","1943","Bias Relief On a Chateau Wall","1943",17.125,21.25,0.75,363.90625,"platinum print","Individual"
"Frederick Evans","American",NA,NA,NA,NA,NA,NA,2,"Person","1852-01-01","1943-01-01","1852","1943","Untitled","1905",17.375,21.375,0.75,371.390625,"platinum print","Individual"
"Frederick G. Hartz","American",NA,NA,NA,NA,NA,NA,2,"Person",NA,NA,NA,NA,"(Industry: Worker and Gear Mold)","1919",9.313,7.312,0,68.096656,"gelatin silver print","Individual"
"Frederick G. Hartz","American",NA,NA,NA,NA,NA,NA,2,"Person",NA,NA,NA,NA,"(Industry: Workers and Gear Mold)","1919",9.313,7.312,0,68.096656,"gelatin silver print","Individual"
"Frederick H. Pratt","American",NA,NA,NA,NA,NA,NA,2,"Person","1873-01-01","1958-01-01","1873","1958","Portrait of Margaret Moburg","1905",13.625,18.875,0.75,257.171875,"platinum print","Individual"
"Frederick H. Pratt","American",NA,NA,NA,NA,NA,NA,2,"Person","1873-01-01","1958-01-01","1873","1958","Mother, Boo and Bill","1910",6.438,8.438,0,54.323844,"platinum print","Individual"
"Frommeyer","American",NA,NA,NA,NA,NA,NA,1,"Person","1860-01-01",NA,"1860",NA,"Mrs. Ella Remmrini & Dr. J. Remmrini, St. Joe Michigan","1890",4.125,6.375,0,26.296875,"albumen print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly Hills, California","1978",13.938,11,0,153.318,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly HIlls, California","1978",13.875,11,0,152.625,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Hutchinson, Kansas","1976",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Venice, California","1979",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Houston, Texas","1977",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly Hills, California","1979",13.875,10.938,0,151.76475,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","New York City, New York","1969",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly Hills, California","1980",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Venice, California","1979",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly Hills, California","1979",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Santa Monica, California","1978",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly Hills, California","1979",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly Hills, California","1980",14,11,0,154,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly Hills, California","1980",13.938,11,0,153.318,"gelatin silver print","Individual"
"Garry Winogrand","American",NA,NA,NA,NA,NA,NA,17,"Person","1928-01-01","1984-01-01","1928","1984","Beverly Hills, California","1980",14,11,0,154,"gelatin silver print","Individual"
"George H. Seeley","American",NA,NA,NA,NA,NA,NA,2,"Person","1880-01-01","1955-01-01","1880","1955","Mother and Children","1905",8,9.875,0,79,"platinum print","Individual"
"George H. Seeley","American",NA,NA,NA,NA,NA,NA,2,"Person","1880-01-01","1955-01-01","1880","1955","Running White Ducks","1925",26.688,23.812,0.75,635.494656,"others","Individual"
"George Hurrell","American",NA,NA,NA,NA,NA,NA,8,"Person","1904-01-01","1992-01-01","1904","1992","Dorothy Lamour","1930",16.125,19.938,0,321.50025,"gelatin silver print","Individual"
"George Hurrell","American",NA,NA,NA,NA,NA,NA,8,"Person","1904-01-01","1992-01-01","1904","1992","Ramon Novarro","1931",16.062,19.875,0,319.23225,"gelatin silver print","Individual"
"George Hurrell","American",NA,NA,NA,NA,NA,NA,8,"Person","1904-01-01","1992-01-01","1904","1992","Greta Garbo","1930",16.125,19.875,0,320.484375,"gelatin silver print","Individual"
"George Hurrell","American",NA,NA,NA,NA,NA,NA,8,"Person","1904-01-01","1992-01-01","1904","1992","Johnny Weismuller","1932",16.125,19.875,0,320.484375,"gelatin silver print","Individual"
"George Hurrell","American",NA,NA,NA,NA,NA,NA,8,"Person","1904-01-01","1992-01-01","1904","1992","Douglas Fairbanks","1933",16.062,19.875,0,319.23225,"gelatin silver print","Individual"
"George Hurrell","American",NA,NA,NA,NA,NA,NA,8,"Person","1904-01-01","1992-01-01","1904","1992","Robert Taylor","1930",16.125,19.875,0,320.484375,"gelatin silver print","Individual"
"George Hurrell","American",NA,NA,NA,NA,NA,NA,8,"Person","1904-01-01","1992-01-01","1904","1992","Hedy Lamarr","1938",16.062,19.875,0,319.23225,"gelatin silver print","Individual"
"George Hurrell","American",NA,NA,NA,NA,NA,NA,8,"Person","1904-01-01","1992-01-01","1904","1992","Jane Russell","1942",19.875,16.125,0,320.484375,"gelatin silver print","Individual"
"George Lange","American",NA,NA,NA,NA,NA,NA,1,"Person","1955-01-01",NA,"1955",NA,"Steve Jobs and Bill Gates","1991",25.25,29.75,0.75,751.1875,"inkjet print","Foundation"
"George Swaine","American",NA,NA,NA,NA,NA,NA,1,"Person",NA,NA,NA,NA,"Untitled","1910",23.812,20.75,1,494.099,"others","Individual"
"Guglielmo von Plüschow","German",NA,NA,NA,NA,NA,NA,1,"Person","1852-01-01","1930-01-01","1852","1930","Male Nude","1880",19.25,14.25,0,274.3125,"albumen print","Individual"
"H. C. Phillips","American",NA,NA,NA,NA,NA,NA,1,"Person","1860-01-01",NA,"1860",NA,"Man, facing right, profile","1890",4.187,6.5,0,27.2155,"albumen print","Individual"
"H. Renzelman","American",NA,NA,NA,NA,NA,NA,3,"Person",NA,NA,NA,NA,"(Bridges: South End of Smithfield St. Bridge Looking South)","1912",9.5,7.375,0,70.0625,"gelatin silver print","Museum Internal Collection"
"H. Renzelman","American",NA,NA,NA,NA,NA,NA,3,"Person",NA,NA,NA,NA,"(Bridge: Smithfield Street Bridge with Trolley)","1912",9.563,7.375,0,70.527125,"gelatin silver print","Museum Internal Collection"
"H. Renzelman","American",NA,NA,NA,NA,NA,NA,3,"Person",NA,NA,NA,NA,"(Industry: Man at Reins of Horse Drawn Wagon)","1909",9.875,7.438,0,73.45025,"gelatin silver print","Museum Internal Collection"
"H. Sonnenberg","American",NA,NA,NA,NA,NA,NA,5,"Person","1874-01-01","1904-01-01","1874","1904","Woman, earrings, high collared dress","1890",4.125,6.5,0,26.8125,"albumen print","Individual"
"H. Sonnenberg","American",NA,NA,NA,NA,NA,NA,5,"Person","1874-01-01","1904-01-01","1874","1904","Young girl with curls","1890",4.187,6.5,0,27.2155,"albumen print","Individual"
"H. Sonnenberg","American",NA,NA,NA,NA,NA,NA,5,"Person","1874-01-01","1904-01-01","1874","1904","Twins: Edith and Rob Pet.. Ebberts","1890",4.187,6.5,0,27.2155,"albumen print","Individual"
"H. Sonnenberg","American",NA,NA,NA,NA,NA,NA,5,"Person","1874-01-01","1904-01-01","1874","1904","Woman, white high collared dress","1890",4.125,6.375,0,26.296875,"albumen print","Individual"
"H. Sonnenberg","American",NA,NA,NA,NA,NA,NA,5,"Person","1874-01-01","1904-01-01","1874","1904","Man, jacket and tie","1890",4.25,6.5,0,27.625,"albumen print","Individual"
"Harold Edgerton","American",NA,NA,NA,NA,NA,NA,5,"Person","1903-01-01","1990-01-01","1903","1990","Wes Fesler Kicking a Football","1934",58,41.5,1.25,2407,"gelatin silver print","Foundation"
"Harold Edgerton","American",NA,NA,NA,NA,NA,NA,5,"Person","1903-01-01","1990-01-01","1903","1990","Moving Skip Rope","1952",20,16,0,320,"gelatin silver print","Individual"
"Harold Edgerton","American",NA,NA,NA,NA,NA,NA,5,"Person","1903-01-01","1990-01-01","1903","1990","Bullet through a Light Bulb","1936",19.875,16,0,318,"gelatin silver print","Individual"
"Harold Edgerton","American",NA,NA,NA,NA,NA,NA,5,"Person","1903-01-01","1990-01-01","1903","1990","Fighting Finches","1936",16,19.875,0,318,"gelatin silver print","Individual"
"Harold Edgerton","American",NA,NA,NA,NA,NA,NA,5,"Person","1903-01-01","1990-01-01","1903","1990","Dove Rising","1934",15.875,19.875,0,315.515625,"gelatin silver print","Individual"
"Harry C. Rubincam","American",NA,NA,NA,NA,NA,NA,1,"Person","1871-01-01","1940-01-01","1871","1940","Youngster with Toy Elephants","1905",8,10,0,80,"platinum print","Individual"
"Harvey Stein","American",NA,NA,NA,NA,NA,NA,2,"Person","1941-01-01",NA,"1941",NA,"Untitled from ""The True Identities Series (FN)""  (Woman)","1985",11,14,0,154,"gelatin silver print","Foundation"
"Harvey Stein","American",NA,NA,NA,NA,NA,NA,2,"Person","1941-01-01",NA,"1941",NA,"Untitled from ""The True Identities Series (HW)""  (Man)","1986",11,14,0,154,"gelatin silver print","Foundation"
"Heather Mull","American",NA,NA,NA,NA,NA,NA,1,"Person","1969-01-01",NA,"1969",NA,"Kara Walker Installing for the Carnegie International","1999",30.5,22.75,1.5,693.875,"inkjet print","Foundation"
"Helen Levitt","American",NA,NA,NA,NA,NA,NA,7,"Person","1913-01-01","2009-01-01","1913","2009","New York City (Laughing Child in Baby Carriage)","1944",10.875,13.938,0,151.57575,"gelatin silver print","Foundation"
"Helen Levitt","American",NA,NA,NA,NA,NA,NA,7,"Person","1913-01-01","2009-01-01","1913","2009","New York (Gypsy Boy)","1941",15.938,19.812,0,315.763656,"gelatin silver print","Foundation"
"Helen Levitt","American",NA,NA,NA,NA,NA,NA,7,"Person","1913-01-01","2009-01-01","1913","2009","Circle Boy","1945",13.875,10.875,0,150.890625,"gelatin silver print","Foundation"
"Helen Levitt","American",NA,NA,NA,NA,NA,NA,7,"Person","1913-01-01","2009-01-01","1913","2009","New York (Boy Lifting Skirt)","1941",13.875,10.938,0,151.76475,"gelatin silver print","Foundation"
"Helen Levitt","American",NA,NA,NA,NA,NA,NA,7,"Person","1913-01-01","2009-01-01","1913","2009","Woman on Mother's Lap","1942",13.875,10.875,0,150.890625,"gelatin silver print","Foundation"
"Helen Levitt","American",NA,NA,NA,NA,NA,NA,7,"Person","1913-01-01","2009-01-01","1913","2009","Woman with Hose","1940",13.875,11,0,152.625,"gelatin silver print","Foundation"
"Helen Levitt","American",NA,NA,NA,NA,NA,NA,7,"Person","1913-01-01","2009-01-01","1913","2009","New York (Kids Over Doorway)","1940",10.875,13.875,0,150.890625,"gelatin silver print","Foundation"
"Henry Chalfant","American",NA,NA,NA,NA,NA,NA,1,"Person","1940-01-01",NA,"1940",NA,"Fred","1980",35.875,10.75,1,385.65625,"chromogenic print","Foundation"
"Henry Pfaff","American",NA,NA,NA,NA,NA,NA,1,"Person","1870-01-01","1899-12-31","1870","1899","Family Portrait","1880",16.875,12.5,0,210.9375,"albumen print","Foundation"
"Hester and Beaudry","American",NA,NA,NA,NA,NA,NA,2,"Organization",NA,NA,NA,NA,"(Carnegie Library of Pittsburgh: Wylie Avenue Branch; Children's Room, January 1917)","1917",13.875,10.875,0,150.890625,"gelatin silver print","Museum Internal Collection"
"Hester and Beaudry","American",NA,NA,NA,NA,NA,NA,2,"Organization",NA,NA,NA,NA,"(Carnegie Library of Pittsburgh: Wylie Avenue Branch; Story Hour, January 1917)","1917",13.813,10.875,0,150.216375,"gelatin silver print","Museum Internal Collection"
"Histeel","American",NA,NA,NA,NA,NA,NA,1,"Person","1890-01-01",NA,"1890",NA,"Profile of a woman, facing right, with hat","1890",4.125,6.375,0,26.296875,"albumen print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(Rose of Phila boat on river, Pittsburgh, Pennsylvania)","1925",9.875,8,0,79,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(people crossing street near T.A. Chapman Co., Pittsburgh, Pennsylvania)","1925",9.875,8,0,79,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(river with industrial buildings on both banks, Pittsburgh, Pennsylvania)","1925",8,9.875,0,79,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(2 people in rowboat on Ohio River, near the Sewickley Bridge, Pittsburgh, Pennsylvania)","1925",13.875,11,0,152.625,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(houses on hillside with snow and industrial buildings in background, Pittsburgh, Pennsylvania)","1925",9.875,8,0,79,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(river with railroad tracks in foreground and industrial buildings in background, Pittsburgh, Pennsylvania)","1925",8.125,10,0,81.25,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(telephone pole, houses, and smokestacks, Pittsburgh, Pennsylvania)","1925",5,7,0,35,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(telephone pole, houses, and smokestacks, Pittsburgh, Pennsylvania)","1925",8.125,10,0,81.25,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(railroad tracks running through industrial complex, Pittsburgh, Pennsylvania)","1925",8.125,10,0,81.25,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(railroad tracks running through industrial complex with smoke-filled sky, Pittsburgh, Pennsylvania)","1925",8.125,10,0,81.25,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(industrial smokestacks with railroad tracks and cars at center, Pittsburgh, Pennsylvania)","1925",5,7,0,35,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","(man standing in ditch with small bridge, railroad tracks, and industrial buildings in background, Pittsburgh, Pennsylvania)","1925",8,10,0,80,"gelatin silver print","Individual"
"Holmes I. Mettee","American",NA,NA,NA,NA,NA,NA,26,"Person","1881-01-01","1947-01-01","1881","1947","[View of Oakland in snow from the northwest, with St. Paul's Cathedral and First Baptist Church]","1925",7,5,0,35,"gelatin silver print","Individual"
